StockCode,Year,Week,Quantity,Price,IsWeekend,Hour,CountryCode,CategoryCluster,Month,IsHolidaySeason,Quantity_lag_1,Quantity_roll_mean_2,Quantity_roll_mean_4
20685,2010,1,217,6.483333333333333,3,12.666666666666666,38,9,1,False,54.0,135.0,130.0
20685,2010,2,73,6.5,1,12.25,38,9,1,False,217.0,135.5,147.25
20685,2010,3,40,6.7,5,12.875,38,9,1,False,73.0,145.0,140.0
20685,2010,4,133,6.565384615384615,4,12.423076923076923,38,9,1,False,40.0,56.5,96.0
20685,2010,5,374,6.5005,5,12.05,38,9,2,False,133.0,86.5,115.75
20685,2010,6,92,7.1433333333333335,6,11.916666666666666,38,9,2,False,374.0,253.5,155.0
20685,2010,7,378,6.9152,4,12.52,38,9,2,False,92.0,233.0,159.75
20685,2010,8,276,7.11483870967742,4,12.03225806451613,38,9,2,False,378.0,235.0,244.25
20685,2010,9,127,7.168000000000001,4,12.35,38,9,3,False,276.0,327.0,280.0
20685,2010,10,78,7.0515384615384615,1,11.76923076923077,38,9,3,False,127.0,201.5,218.25
20685,2010,11,132,7.226923076923077,4,13.5,38,9,3,False,78.0,102.5,214.75
20685,2010,12,74,7.3475,2,12.625,38,9,3,False,132.0,105.0,153.25
20685,2010,13,41,7.148000000000001,0,12.0,38,9,3,False,74.0,103.0,102.75
20685,2010,14,79,7.205,0,12.55,38,9,4,False,41.0,57.5,81.25
20685,2010,17,10,7.49,3,12.75,24,9,4,False,79.0,60.0,81.5
20685,2010,18,105,7.164285714285714,6,13.047619047619047,38,9,5,False,10.0,44.5,51.0
20685,2010,19,161,7.055714285714285,4,11.80952380952381,38,9,5,False,105.0,57.5,58.75
20685,2010,20,103,7.179090909090909,5,12.090909090909092,38,9,5,False,161.0,133.0,88.75
20685,2010,21,61,7.37,2,12.526315789473685,38,9,5,False,103.0,132.0,94.75
20685,2010,22,37,7.282727272727272,6,12.636363636363637,38,9,6,False,61.0,82.0,107.5
20685,2010,23,61,7.288823529411765,1,13.470588235294118,38,9,6,False,37.0,49.0,90.5
20685,2010,24,136,7.192608695652174,2,11.956521739130435,38,9,6,False,61.0,49.0,65.5
20685,2010,25,120,7.183076923076923,6,12.076923076923077,38,9,6,False,136.0,98.5,73.75
20685,2010,26,72,7.381428571428571,1,11.380952380952381,24,9,6,False,120.0,128.0,88.5
20685,2010,27,87,7.075454545454545,0,12.090909090909092,13,9,7,False,72.0,96.0,97.25
20685,2010,28,78,7.109999999999999,1,13.666666666666666,38,9,7,False,87.0,79.5,103.75
20685,2010,29,84,7.341304347826087,5,12.391304347826088,38,9,7,False,78.0,82.5,89.25
20685,2010,30,96,7.11,2,11.466666666666667,38,9,7,False,84.0,81.0,80.25
20685,2010,31,60,7.075454545454545,2,11.545454545454545,38,9,8,False,96.0,90.0,86.25
20685,2010,32,98,7.186000000000001,5,12.466666666666667,38,9,8,False,60.0,78.0,79.5
20685,2010,33,143,6.963846153846154,1,12.153846153846153,33,9,8,False,98.0,79.0,84.5
20685,2010,34,55,7.3,1,12.083333333333334,38,9,8,False,143.0,120.5,99.25
20685,2010,35,66,7.299333333333333,5,12.933333333333334,38,9,8,False,55.0,99.0,89.0
20685,2010,36,87,7.432222222222222,2,12.0,31,9,9,False,66.0,60.5,90.5
20685,2010,37,107,7.7425,3,12.6875,38,9,9,False,87.0,76.5,87.75
20685,2010,38,63,7.7250000000000005,4,12.8125,38,9,9,False,107.0,97.0,78.75
20685,2010,39,112,7.692857142857143,3,13.142857142857142,38,9,9,False,63.0,85.0,80.75
20685,2010,40,70,7.673157894736842,4,13.578947368421053,38,9,10,False,112.0,87.5,92.25
20685,2010,41,134,7.622727272727272,3,12.363636363636363,38,9,10,False,70.0,91.0,88.0
20685,2010,42,24,7.778571428571429,1,12.714285714285714,38,9,10,False,134.0,102.0,94.75
20685,2010,43,78,7.607142857142857,1,12.714285714285714,38,9,10,False,24.0,79.0,85.0
20685,2010,44,83,7.7214285714285715,4,12.142857142857142,10,9,11,False,78.0,51.0,76.5
20685,2010,45,115,7.71923076923077,2,12.961538461538462,38,9,11,False,83.0,80.5,79.75
20685,2010,46,208,7.65,5,13.0,38,9,11,False,115.0,99.0,75.0
20685,2010,47,106,7.65,5,13.35,38,9,11,True,208.0,161.5,121.0
20685,2010,48,211,7.590000000000001,8,14.333333333333334,38,9,11,True,106.0,157.0,128.0
20685,2010,49,240,7.656666666666667,2,12.155555555555555,38,9,12,True,211.0,158.5,160.0
20685,2010,50,85,7.75,0,12.277777777777779,38,9,12,True,240.0,225.5,191.25
20685,2010,51,11,7.95,0,11.0,38,9,12,True,85.0,162.5,160.5
20685,2011,1,55,7.264285714285714,0,12.428571428571429,38,9,1,False,11.0,48.0,136.75
20685,2011,2,18,7.95,0,11.857142857142858,38,9,1,False,55.0,33.0,97.75
20685,2011,3,81,7.5807692307692305,2,12.307692307692308,38,9,1,False,18.0,36.5,42.25
20685,2011,4,114,7.673076923076923,3,12.961538461538462,38,9,1,False,81.0,49.5,41.25
20685,2011,5,49,7.6499999999999995,1,12.583333333333334,38,9,1,False,114.0,97.5,67.0
20685,2011,6,26,7.470000000000001,0,12.0,38,9,2,False,49.0,81.5,65.5
20685,2011,7,30,7.83,1,11.8,38,9,2,False,26.0,37.5,67.5
20685,2011,8,63,7.7318181818181815,1,10.636363636363637,24,9,2,False,30.0,28.0,54.75
20685,2011,9,43,7.778571428571429,2,11.785714285714286,38,9,2,False,63.0,46.5,42.0
20685,2011,10,80,7.692857142857143,0,11.857142857142858,38,9,3,False,43.0,53.0,40.5
20685,2011,11,42,7.590000000000001,2,12.2,38,9,3,False,80.0,61.5,54.0
20685,2011,12,35,7.683333333333334,0,11.0,38,9,3,False,42.0,61.0,57.0
20685,2011,13,48,7.8,1,11.5625,38,9,3,False,35.0,38.5,50.0
20685,2011,14,60,7.71,2,12.266666666666667,38,9,4,False,48.0,41.5,51.25
20685,2011,15,32,7.857692307692308,2,13.846153846153847,14,9,4,False,60.0,54.0,46.25
20685,2011,16,9,7.95,0,10.8,38,9,4,False,32.0,46.0,43.75
20685,2011,17,13,7.95,1,11.833333333333334,38,9,4,False,9.0,20.5,37.25
20685,2011,18,75,7.590000000000001,3,11.1,10,9,5,False,13.0,11.0,28.5
20685,2011,19,96,7.3500000000000005,1,12.5,38,9,5,False,75.0,44.0,32.25
20685,2011,20,290,7.429444444444444,2,12.777777777777779,38,9,5,False,96.0,85.5,48.25
20685,2011,21,65,7.709999999999999,1,13.7,38,9,5,False,290.0,193.0,118.5
20685,2011,22,39,7.83,3,13.6,38,9,5,False,65.0,177.5,131.5
20685,2011,23,544,7.1883333333333335,1,12.583333333333334,38,9,6,False,39.0,52.0,122.5
20685,2011,24,54,7.65,1,12.5,38,9,6,False,544.0,291.5,234.5
20685,2011,25,44,7.435714285714285,1,13.857142857142858,38,9,6,False,54.0,299.0,175.5
20685,2011,26,20,7.75,1,13.0,38,9,6,False,44.0,49.0,170.25
20685,2011,27,422,6.9575000000000005,1,12.375,38,9,7,False,20.0,32.0,165.5
20685,2011,28,49,7.3500000000000005,0,12.0,38,9,7,False,422.0,221.0,135.0
20685,2011,29,98,7.39,3,12.733333333333333,38,9,7,False,49.0,235.5,133.75
20685,2011,30,22,7.75,0,12.0,38,9,7,False,98.0,73.5,147.25
20685,2011,31,38,7.7318181818181815,0,12.727272727272727,38,9,8,False,22.0,60.0,147.75
20685,2011,32,21,7.75,3,12.0,38,9,8,False,38.0,30.0,51.75
20685,2011,33,38,7.785714285714286,0,12.428571428571429,38,9,8,False,21.0,29.5,44.75
20685,2011,34,37,7.7318181818181815,0,11.272727272727273,38,9,8,False,38.0,29.5,29.75
20685,2011,35,39,7.895454545454545,2,11.363636363636363,14,9,8,False,37.0,37.5,33.5
20685,2011,36,26,8.086666666666666,3,11.555555555555555,32,9,9,False,39.0,38.0,33.75
20685,2011,37,23,7.665,0,11.75,38,9,9,False,26.0,32.5,35.0
20685,2011,38,14,8.190000000000001,0,12.6,38,9,9,False,23.0,24.5,31.25
20685,2011,39,94,7.981428571428571,1,12.785714285714286,38,9,9,False,14.0,18.5,25.5
20685,2011,40,52,7.9575,2,12.333333333333334,38,9,10,False,94.0,54.0,39.25
20685,2011,41,48,8.016,3,12.7,38,9,10,False,52.0,73.0,45.75
20685,2011,42,12,8.25,1,12.428571428571429,38,9,10,False,48.0,50.0,52.0
20685,2011,43,62,7.89,3,11.307692307692308,38,9,10,False,12.0,30.0,51.5
20685,2011,44,90,8.440666666666667,4,12.933333333333334,18,9,10,False,62.0,37.0,43.5
20685,2011,45,34,8.16,2,13.615384615384615,38,9,11,False,90.0,76.0,53.0
20685,2011,46,44,7.9575,1,12.5,38,9,11,False,34.0,62.0,49.5
20685,2011,47,99,8.565,0,12.5,18,9,11,True,44.0,39.0,57.5
20685,2011,48,96,7.9575,2,11.916666666666666,38,9,11,True,99.0,71.5,66.75
20685,2011,49,61,7.938,0,12.933333333333334,38,9,12,True,96.0,97.5,68.25
20719,2010,2,72,0.85,1,13.166666666666666,14,1,1,False,20.0,125.5,137.0
20719,2010,3,293,0.8283333333333333,1,12.583333333333334,38,1,1,False,72.0,46.0,144.0
20719,2010,4,404,0.837,1,11.8,38,1,1,False,293.0,182.5,154.0
20719,2010,5,195,0.8211111111111111,1,11.222222222222221,14,1,2,False,404.0,348.5,197.25
20719,2010,6,234,0.84,1,11.615384615384615,38,1,2,False,195.0,299.5,241.0
20719,2010,7,142,0.8240000000000001,1,12.6,3,1,2,False,234.0,214.5,281.5
20719,2010,8,94,0.8314285714285715,2,12.857142857142858,38,1,2,False,142.0,188.0,243.75
20719,2010,9,70,0.85,1,11.5,18,1,3,False,94.0,118.0,166.25
20719,2010,10,260,0.8128571428571428,0,11.142857142857142,14,1,3,False,70.0,82.0,135.0
20719,2010,11,148,0.8499999999999999,3,12.538461538461538,38,1,3,False,260.0,165.0,141.5
20719,2010,12,184,0.837,2,12.2,14,1,3,False,148.0,204.0,143.0
20719,2010,13,246,0.8283333333333333,0,12.333333333333334,38,1,3,False,184.0,166.0,165.5
20719,2010,14,400,0.8066666666666666,2,10.88888888888889,38,1,4,False,246.0,215.0,209.5
20719,2010,15,99,0.8283333333333333,0,13.833333333333334,38,1,4,False,400.0,323.0,244.5
20719,2010,16,126,0.8355555555555555,1,13.11111111111111,38,1,4,False,99.0,249.5,232.25
20719,2010,17,199,0.85,1,12.642857142857142,14,1,4,False,126.0,112.5,217.75
20719,2010,18,346,0.8175,0,13.166666666666666,38,1,5,False,199.0,162.5,206.0
20719,2010,19,153,0.85,2,11.909090909090908,38,1,5,False,346.0,272.5,192.5
20719,2010,20,140,0.85,2,13.11111111111111,38,1,5,False,153.0,249.5,206.0
20719,2010,21,96,0.85,0,13.222222222222221,24,1,5,False,140.0,146.5,209.5
20719,2010,22,267,0.8175,2,12.625,38,1,6,False,96.0,118.0,183.75
20719,2010,23,191,0.8418749999999999,5,12.4375,38,1,6,False,267.0,181.5,164.0
20719,2010,24,111,0.85,0,13.0,18,1,6,False,191.0,229.0,173.5
20719,2010,25,79,0.85,2,12.75,38,1,6,False,111.0,151.0,166.25
20719,2010,26,191,0.8427777777777777,0,13.38888888888889,38,1,6,False,79.0,95.0,162.0
20719,2010,27,199,0.837,0,12.9,13,1,7,False,191.0,135.0,143.0
20719,2010,28,152,0.8314285714285715,0,12.0,14,1,7,False,199.0,195.0,145.0
20719,2010,29,170,0.83375,0,13.875,38,1,7,False,152.0,175.5,155.25
20719,2010,30,70,0.85,0,13.5,38,1,7,False,170.0,161.0,178.0
20719,2010,31,153,0.83375,1,12.625,38,1,8,False,70.0,120.0,147.75
20719,2010,32,350,0.8283333333333333,2,11.916666666666666,13,1,8,False,153.0,111.5,136.25
20719,2010,33,393,0.8407142857142856,3,12.0,38,1,8,False,350.0,251.5,185.75
20719,2010,34,130,0.85,0,11.625,38,1,8,False,393.0,371.5,241.5
20719,2010,35,200,0.85,2,11.357142857142858,38,1,8,False,130.0,261.5,256.5
20719,2010,36,230,0.8391666666666667,0,13.583333333333334,38,1,9,False,200.0,165.0,268.25
20719,2010,37,482,0.8194117647058823,3,12.117647058823529,38,1,9,False,230.0,215.0,238.25
20719,2010,38,309,0.8407142857142856,2,13.214285714285714,13,1,9,False,482.0,356.0,260.5
20719,2010,39,187,0.8391666666666667,3,13.25,14,1,9,False,309.0,395.5,305.25
20719,2010,40,230,0.83,3,11.307692307692308,38,1,10,False,187.0,248.0,302.0
20719,2010,41,205,0.8418749999999999,3,12.375,38,1,10,False,230.0,208.5,302.0
20719,2010,42,53,0.8240000000000001,0,14.4,14,1,10,False,205.0,217.5,232.75
20719,2010,43,156,0.84,2,12.692307692307692,14,1,10,False,53.0,129.0,168.75
20719,2010,44,229,0.838181818181818,2,12.727272727272727,14,1,11,False,156.0,104.5,161.0
20719,2010,45,307,0.838695652173913,4,13.695652173913043,38,1,11,False,229.0,192.5,160.75
20719,2010,46,209,0.85,6,12.529411764705882,38,1,11,False,307.0,268.0,186.25
20719,2010,47,101,0.85,0,13.5,13,1,11,True,209.0,258.0,225.25
20719,2010,48,388,0.8226315789473684,6,14.526315789473685,38,1,11,True,101.0,155.0,211.5
20719,2010,49,78,0.85,0,14.6,38,1,12,True,388.0,244.5,251.25
20719,2010,50,72,0.83375,0,13.625,38,1,12,True,78.0,233.0,194.0
20719,2010,51,250,0.7633333333333333,0,13.666666666666666,38,1,12,True,72.0,75.0,159.75
20719,2011,1,156,0.85,2,13.3,38,1,1,False,250.0,161.0,197.0
20719,2011,2,175,0.8128571428571428,0,13.428571428571429,38,1,1,False,156.0,203.0,139.0
20719,2011,3,124,0.838181818181818,1,12.363636363636363,14,1,1,False,175.0,165.5,163.25
20719,2011,4,190,0.8263636363636363,1,11.545454545454545,38,1,1,False,124.0,149.5,176.25
20719,2011,5,100,0.85,1,12.375,38,1,2,False,190.0,157.0,161.25
20719,2011,6,10,0.85,0,11.0,38,1,2,False,100.0,145.0,147.25
20719,2011,7,231,0.8413333333333333,3,11.733333333333333,10,1,2,False,10.0,55.0,106.0
20719,2011,8,336,0.7942857142857143,1,12.857142857142858,24,1,2,False,231.0,120.5,132.75
20719,2011,9,156,0.8128571428571428,1,11.142857142857142,38,1,2,False,336.0,283.5,169.25
20719,2011,10,166,0.83375,0,12.125,38,1,3,False,156.0,246.0,183.25
20719,2011,11,224,0.8066666666666666,0,14.25,38,1,3,False,166.0,161.0,222.25
20719,2011,12,216,0.8263636363636363,0,12.636363636363637,38,1,3,False,224.0,195.0,220.5
20719,2011,13,354,0.8326666666666667,0,11.2,10,1,3,False,216.0,220.0,190.5
20719,2011,14,133,0.8240000000000001,1,11.4,24,1,4,False,354.0,285.0,240.0
20719,2011,15,77,0.85,1,12.625,38,1,4,False,133.0,243.5,231.75
20719,2011,16,54,0.85,0,12.125,38,1,4,False,77.0,105.0,195.0
20719,2011,17,70,0.8175,0,12.5,38,1,4,False,54.0,65.5,154.5
20719,2011,18,195,0.83375,1,13.25,13,1,5,False,70.0,62.0,83.5
20719,2011,19,301,0.8128571428571428,0,12.142857142857142,38,1,5,False,195.0,132.5,99.0
20719,2011,20,95,0.85,2,12.75,38,1,5,False,301.0,248.0,155.0
20719,2011,21,279,0.84,0,12.538461538461538,13,1,5,False,95.0,198.0,165.25
20719,2011,22,87,0.85,6,13.083333333333334,18,1,5,False,279.0,187.0,217.5
20719,2011,23,272,0.8263636363636363,1,10.909090909090908,3,1,6,False,87.0,183.0,190.5
